id,input,output
494.0,"Among proinflammatory cytokines contributing to IR development, the role of interleukin (IL)-6, which has autocrine and paracrine properties and is involved in insulin reception and free fatty acid (FFA) metabolism regulation, has been extensively studied.","[{'entity1': 'Interleukin 6', 'relationship': 'contributing', 'entity2': 'Insulin resistance development'}, {'entity1': 'Interleukin 6', 'relationship': 'involved', 'entity2': 'insulin reception'}, {'entity1': 'Interleukin 6', 'relationship': 'involved', 'entity2': 'free fatty acid metabolism regulation'}]"
495.0,The role of the hematological inflammatory index and systemic immuno-inflammation index in acute cholecystitis,"[{'entity1': 'hematological inflammatory index', 'relationship': 'role', 'entity2': 'acute cholecystitis'}, {'entity1': 'systemic immuno-inflammation index', 'relationship': 'role', 'entity2': 'acute cholecystitis'}]"
496.0,Predicting immunoglobulin resistance in Kawasaki disease: an assessment of neutrophil to lymphocyte platelet ratio,"[{'entity1': 'neutrophil to lymphocyte platelet ratio', 'relationship': 'assessment', 'entity2': 'Predicting immunoglobulin resistance in Kawasaki disease'}]"
497.0,haematological ratios as risk factor for acute kidney injury in patients suspected of an infection at the emergency department,"[{'entity1': 'haematological ratios', 'relationship': 'risk factor', 'entity2': 'acute kidney injury'}]"
498.0,"Role of leukocytes and systemic inflammation indexes (NLR, PLR, MLP, dNLR, NLPR, AISI, SIR-I, and SII) on admission predicts in-hospital mortality in non-elderly and elderly COVID-19 patients","[{'entity1': 'leukocytes and systemic inflammation indexes', 'relationship': 'predicts', 'entity2': 'in-hospital mortality in non-elderly and elderly COVID-19 patients'}]"
499.0,"Inflammatory  mechanisms  are  part  of  the  normal  body’s  defense  against  aggressions,  however,  when  they  last  for prolonged periods of time (months to years), they can induce a chronic inflammatory state that can be detrimental to the organism.","[{'entity1': 'Inflammatory mechanisms', 'relationship': 'part of', 'entity2': 'normal body’s defense'}, {'entity1': 'Inflammatory mechanisms', 'relationship': 'induce', 'entity2': 'chronic inflammatory state'}, {'entity1': 'chronic inflammatory state', 'relationship': 'detrimental to', 'entity2': 'organism'}]"
500.0,"Besides the context  of  auto-immune  disorders,  some  of  the  reasons  that  can  perpetuate  a  low-grade  inflammation  could  be:  (i)  the organism’s inability to eliminate infectious agents such as bacteria, viruses or parasites, (ii) its prolonged exposure to low levels of chemicals, biochemicals or irritants,","[{'entity1': 'auto-immune disorders', 'relationship': 'perpetuate', 'entity2': 'low-grade inflammation'}, {'entity1': 'infectious agents', 'relationship': 'eliminate', 'entity2': 'organism'}, {'entity1': 'chemicals, biochemicals or irritants', 'relationship': 'exposure to', 'entity2': 'organism'}]"
501.0,"If  those  triggers  are  maintained  over  a  long  period  of  time,  they  can  lead  to  chronic  inflammatory-related diseases  that  can  involve  many  other  organs  and  tissue  of  the  body  like  the  gut,  driving  inflammatory  bowel  diseases (IBD);","[{'entity1': 'triggers', 'relationship': 'lead to', 'entity2': 'chronic inflammatory-related diseases'}, {'entity1': 'chronic inflammatory-related diseases', 'relationship': 'involve', 'entity2': 'organs and tissue'}, {'entity1': 'inflammatory-related diseases', 'relationship': 'driving', 'entity2': 'inflammatory bowel diseases'}]"
502.0,"the  cardio-vascular  system  (stroke,  atherosclerosis);  the  brain  (depression,  neurodegenerative  diseases);  the immune system (auto-immune diseases and cancer); the endocrine-metabolic system (diabetes and obesity)","[{'entity1': 'chronic inflammation', 'relationship': 'related to', 'entity2': 'cardiovascular system disorders'}, {'entity1': 'chronic inflammation', 'relationship': 'related to', 'entity2': 'brain disorders'}, {'entity1': 'chronic inflammation', 'relationship': 'related to', 'entity2': 'immune system disorders'}, {'entity1': 'chronic inflammation', 'relationship': 'related to', 'entity2': 'endocrine-metabolic system disorders'}]"
503.0,"In this regard, Micro-immunotherapy (MI) might be a promising therapeutic strategy. MI employs low doses (LD) and ultra-low doses (ULD) of immune regulators in their formulations.","[{'entity1': 'Micro-immunotherapy', 'relationship': 'promising strategy for', 'entity2': 'therapy'}, {'entity1': 'Micro-immunotherapy', 'relationship': 'employs', 'entity2': 'low doses of immune regulators'}, {'entity1': 'Micro-immunotherapy', 'relationship': 'employs', 'entity2': 'ultra-low doses of immune regulators'}]"
504.0,"Numerous treatment strategies have been employed in order to reduce inflammation and immunotherapies are one of them.  For  instance,  the  use  of  cytokine-based  therapies  has  been  reported  in  the  management  of  sepsis,  diabetes,  or cardiovascular  diseases  with  quite  promising  results.","[{'entity1': 'treatment strategies', 'relationship': 'employed', 'entity2': 'reduce inflammation'}, {'entity1': 'immunotherapies', 'relationship': 'reduce', 'entity2': 'inflammation'}, {'entity1': 'cytokine-based therapies', 'relationship': 'reported', 'entity2': 'management of sepsis, diabetes, cardiovascular diseases'}]"
505.0,"However,  unwanted  side  effects  still  remain,  probably  due  to  the cytokines or immune factors dosages employed.","[{'entity1': 'unwanted side effects', 'relationship': 'remain', 'entity2': 'cytokines or immune factors dosages'}]"
506.0,A therapeutic approach that includes micro-immunotherapy (MI) could thus be of great interest in order to face such concerns.,"[{'entity1': 'A therapeutic approach', 'relationship': 'includes', 'entity2': 'micro-immunotherapy'}, {'entity1': 'micro-immunotherapy', 'relationship': 'interest', 'entity2': 'face such concerns'}]"
507.0,"Indeed, MI medicines (MIM) are immune-factor-based medicines, which formulations either encompass a sole active substance (unitary preparations; referred to as u-MIM) or a distinctive combination of several ingredients (complex MIM; referred to as c-MIM).","[{'entity1': 'MI medicines', 'relationship': 'are', 'entity2': 'immune-factor-based medicines'}, {'entity1': 'formulations', 'relationship': 'encompass', 'entity2': 'a sole active substance'}, {'entity1': 'formulations', 'relationship': 'encompass', 'entity2': 'a distinctive combination of several ingredients'}]"
508.0,"These medicines are manufactured in the form of sucrose-lactose pillules impregnated with the corresponding active ingredients, for oromucosal administration, and are intended  to  be  taken  in  a  fasted  state.","[{'entity1': 'These medicines', 'relationship': 'manufactured', 'entity2': 'sucrose-lactose pillules'}, {'entity1': 'sucrose-lactose pillules', 'relationship': 'impregnated', 'entity2': 'active ingredients'}, {'entity1': 'These medicines', 'relationship': 'intended', 'entity2': 'oromucosal administration'}]"
509.0,"In  this  manner,  the  active  substances  can  reach  the  oral-pharyngeal  mucosal immune system,2 as well as the mucosal immune system of the gastrointestinal (GI) tract, with their associated lymphoid tissues and cell populations of the innate and adaptative immune responses.","[{'entity1': 'the active substances', 'relationship': 'reach', 'entity2': 'oral-pharyngeal mucosal immune system'}, {'entity1': 'the active substances', 'relationship': 'reach', 'entity2': 'mucosal immune system'}]"
510.0,"This route of administration will, in turn, elicit systemic and local effects, as we could observe in previous published preclinical in vivo studies.","[{'entity1': 'This route of administration', 'relationship': 'elicit', 'entity2': 'systemic and local effects'}]"
511.0,"Through their exclusive preparation, MIM aim at gently modulating the expression and the related signaling pathways of cytokines and immune factors by providing to the organism these molecules at low doses (LD) and ultra-low doses (ULD) (Figure 1).","[{'entity1': 'MIM', 'relationship': 'aim', 'entity2': 'gently modulating the expression and the related signaling pathways'}, {'entity1': 'MIM', 'relationship': 'providing', 'entity2': 'the organism these molecules at low doses and ultra-low doses'}]"
512.0,"LD of bioactive  molecules  (ranging  from  3  to  5  CH)  are  used  in  MI  formulations  to  mimic  the  low  doses  occurring  in  the organism,7,8 and are employed to induce their own biological effects, stimulating their functions (Figure 1, green part).","[{'entity1': 'LD of bioactive molecules', 'relationship': 'used', 'entity2': 'MI formulations'}, {'entity1': 'LD of bioactive molecules ', 'relationship': 'employed', 'entity2': 'induce their own biological effects'}, {'entity1': 'LD of bioactive molecules', 'relationship': 'employed', 'entity2': 'stimulating their functions'}]"
513.0,"Recent literature delineated the importance of IL-8 and IL-10 in the molecular mechanisms driving GI inflammatory diseases.14,15 The fact that c-MIM-1 includes ULD of IL-8 and LD of IL-10 in its formulation thus motivated the choice of assessing the cellular effects of this medicine in an in vitro model of intestinal inflammation (Figure 2B, red box).","[{'entity1': 'IL-8', 'relationship': 'importance', 'entity2': 'molecular mechanisms driving GI inflammatory diseases'}, {'entity1': 'IL-10', 'relationship': 'importance', 'entity2': 'molecular mechanisms driving GI inflammatory diseases'}, {'entity1': 'c-MIM-1', 'relationship': 'includes', 'entity2': 'ULD of IL-8'}, {'entity1': 'c-MIM-1', 'relationship': 'includes', 'entity2': 'LD of IL-10'}, {'entity1': 'c-MIM-1', 'relationship': 'motivated', 'entity2': 'assessing cellular effects in intestinal inflammation model'}]"
514.0,"In a more general approach, c-MIM-2 and c-MIM-3 have been investigated in vitro, on the immune axis in different cell types and inflamed experimental contexts (Figure 2B, blue box).","[{'entity1': 'c-MIM-2', 'relationship': 'investigated', 'entity2': 'in vitro'}, {'entity1': 'c-MIM-3', 'relationship': 'investigated', 'entity2': 'in vitro'}, {'entity1': 'c-MIM-2', 'relationship': 'investigated', 'entity2': 'immune axis'}, {'entity1': 'c-MIM-3', 'relationship': 'investigated', 'entity2': 'immune axis'}]"
515.0,"These two formulations employ ULD of IL-1β and TNF-α in association with ULD of PGE2, or ULD of IL-6, IL-13, and OSM, and LD of IL-10, or LD of TGF-β and IL- 1Ra.","[{'entity1': 'two formulations', 'relationship': 'employ', 'entity2': 'ULD of IL-1β'}, {'entity1': 'two formulations', 'relationship': 'employ', 'entity2': 'ULD of TNF-α'}, {'entity1': 'two formulations', 'relationship': 'employ', 'entity2': 'ULD of PGE2'}, {'entity1': 'two formulations', 'relationship': 'employ', 'entity2': 'ULD of IL-6'}, {'entity1': 'two formulations', 'relationship': 'employ', 'entity2': 'ULD of IL-13'}, {'entity1': 'two formulations', 'relationship': 'employ', 'entity2': 'ULD of OSM'}, {'entity1': 'two formulations', 'relationship': 'employ', 'entity2': 'LD of IL-10'}, {'entity1': 'two formulations', 'relationship': 'employ', 'entity2': 'LD of TGF-β'}, {'entity1': 'two formulations', 'relationship': 'employ', 'entity2': 'LD of IL-1Ra'}]"
516.0,"Numerous publications, nicely put together in the review from Tsuge et al indeed reported the major role played by PGE2 in the mediation of inflammation and immune diseases, notably through its implication in mechanisms related to Th1 differentiation, and Th1/Th17/Th22 signaling.16","[{'entity1': 'PGE2', 'relationship': 'role', 'entity2': 'mediation of inflammation and immune diseases'}, {'entity1': 'PGE2', 'relationship': 'implication', 'entity2': 'mechanisms related to Th1 differentiation'}, {'entity1': 'PGE2', 'relationship': 'implication', 'entity2': 'Th1/Th17/Th22 signaling'}]"
517.0,"In the context of immunity, IL-10 is produced by a broad type of myeloid  and  lymphoid  cells  during  infections,  and  suppresses  macrophages  and  dendritic  cells  functions,  thereby impeding Th1 and  Th2  effector responses.17","[{'entity1': 'IL-10', 'relationship': 'produced by', 'entity2': 'myeloid and lymphoid cells'}, {'entity1': 'IL-10', 'relationship': 'suppresses', 'entity2': 'macrophages and dendritic cells functions'}, {'entity1': 'IL-10', 'relationship': 'impeding', 'entity2': 'Th1 and Th2 effector responses'}]"
518.0,"In immune effector cell types, and  in a wide  range of  established models of chronic inflammation, IL-10 is reported to play a central role in the regulation of homeostasis.18","[{'entity1': 'IL-10', 'relationship': 'role', 'entity2': 'regulation of homeostasis'}]"
519.0,"On another side, TGF- β is  important  in  maintaining the  T cell  tolerance to  self  or  innocuous  environmental  antigens.19","[{'entity1': 'TGF-β', 'relationship': 'important', 'entity2': 'maintaining T cell tolerance'}]"
520.0,IL-1 is  known  for  its crucial  involvement  in  the  onset  and/or  the  etiopathogenesis  of  several  inflammatory-mediated  diseases.,"[{'entity1': 'IL-1', 'relationship': 'involvement', 'entity2': 'onset of inflammatory diseases'}, {'entity1': 'IL-1', 'relationship': 'involvement', 'entity2': 'etiopathogenesis of inflammatory diseases'}]"
521.0,"Given its importance,  several  therapeutic  approaches  consisting  of  the  use  of  IL-Ra  have  been  used  in  clinical  practice  to  block the activity of IL-1.20","[{'entity1': 'IL-Ra', 'relationship': 'used', 'entity2': 'block IL-1 activity'}]"
522.0,"OSM is a pleiotropic cytokine playing important roles  in a wide range of homeostatic functions (such as hematopoiesis, bone/fat turnover, liver regeneration) and, under chronic inflammatory diseases, it may play pro- inflammatory  roles,  depending  on  the  microenvironment  and  the  interested  tissue,  without  being  overexpressed  at systemic  levels.21","[{'entity1': 'OSM', 'relationship': 'roles', 'entity2': 'homeostatic functions'}, {'entity1': 'OSM', 'relationship': 'roles', 'entity2': 'inflammatory diseases'}]"
